Date,Security Symbol,Security Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (%),Beta,R2,Volatility (%),Monthly Return,Avg. Impact Cost (%),Index Market Capitalisation (Rs. Crores)
2019-09-30,EICHERMOT,Eicher Motors Ltd.,AUTOMOBILES - 4 WHEELERS,272888190.0,24724.36,0.52,1.63,0.38,4.19,9.27,0.02,
2019-09-30,GAIL,GAIL (India) Ltd.,GAS,45101418660.0,24871.18,0.53,0.93,0.21,1.97,3.62,0.03,
2019-09-30,GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,1315345468.0,28810.01,0.61,1.37,0.41,2.14,2.69,0.02,
2019-09-30,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,2712726216.0,58627.44,1.24,0.39,0.05,1.4,-1.79,0.02,
2019-09-30,HDFCBANK,HDFC Bank Ltd.,BANKS,5470763894.0,530492.04,11.25,0.91,0.49,2.39,10.19,0.03,
2019-09-30,HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399453768.0,35113.73,0.74,1.28,0.33,3.59,5.16,0.03,
2019-09-30,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2245924242.0,27934.24,0.59,1.1,0.28,1.88,3.74,0.03,
2019-09-30,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2164812057.0,141588.13,3.0,0.7,0.27,2.22,5.32,0.02,
2019-09-30,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1611909228.0,21604.82,0.46,0.58,0.13,1.54,-9.94,0.02,
2019-09-30,ULTRACEMCO,UltraTech Cement Ltd.,CEMENT AND CEMENT PRODUCTS,2746505080.0,45308.41,0.96,1.28,0.43,2.68,7.13,0.03,
2020-03-31,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790.0,75129.65,2.1,0.79,0.48,4.55,-7.31,0.03,
2020-03-31,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,830815740.0,37854.42,1.06,0.47,0.21,3.63,6.62,0.04,
2020-03-31,INDUSINDBK,IndusInd Bank Ltd.,BANKS,6935313000.0,21196.47,0.59,1.61,0.33,13.25,-68.18,0.14,
2020-03-31,IOC,Indian Oil Corporation Ltd.,REFINERIES,94141589220.0,20753.98,0.58,0.79,0.36,3.82,-22.79,0.06,
2020-03-31,ITC,ITC Ltd.,CIGARETTES,12292231242.0,149850.9,4.18,0.81,0.42,5.63,-13.09,0.05,
2020-03-31,ICICIBANK,ICICI Bank Ltd.,BANKS,12944761984.0,209543.33,5.85,1.26,0.72,6.11,-34.89,0.07,
2020-03-31,HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3457927574.0,282357.08,7.88,1.23,0.73,6.48,-24.94,0.05,
2020-03-31,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2164821061.0,164202.76,4.59,0.7,0.42,4.69,5.69,0.04,
2020-03-31,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2246062780.0,13971.63,0.39,1.23,0.62,6.35,-38.61,0.06,
2020-03-31,HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399478736.0,20726.8,0.58,0.92,0.41,5.08,-22.19,0.05,
2020-03-31,HDFCBANK,HDFC Bank Ltd.,BANKS,5481869304.0,373261.03,10.42,0.99,0.68,5.46,-26.81,0.05,
2020-03-31,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,5427330192.0,47369.74,1.32,0.63,0.34,4.33,-18.33,0.06,
2020-03-31,GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,1315597876.0,18790.68,0.52,1.28,0.58,6.81,-30.72,0.05,
2020-03-31,GAIL,GAIL (India) Ltd.,GAS,45101418660.0,14155.31,0.4,0.84,0.28,6.25,-26.68,0.07,
2020-03-31,EICHERMOT,Eicher Motors Ltd.,AUTOMOBILES - 4 WHEELERS,273045700.0,18236.47,0.51,0.93,0.36,4.72,-21.12,0.04,
2020-03-31,COALINDIA,Coal India Ltd.,MINING,61627283270.0,29345.06,0.82,0.66,0.22,5.36,-16.83,0.06,
2020-03-31,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1612470658.0,21477.75,0.6,0.49,0.2,4.11,5.16,0.04,
2020-03-31,BRITANNIA,Britannia Industries Ltd.,FOOD AND FOOD PROCESSING,240468296.0,31683.75,0.88,0.89,0.46,5.59,-9.47,0.1,
2020-03-31,INFRATEL,Bharti Infratel Ltd.,TELECOMMUNICATION - EQUIPMENT,18496082460.0,13613.12,0.38,0.89,0.16,8.36,-25.39,0.1,
2020-03-31,BHARTIARTL,Bharti Airtel Ltd.,TELECOMMUNICATION - SERVICES,27277786775.0,98619.56,2.75,0.86,0.33,4.96,-15.78,0.06,
2020-03-31,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,21692527440.0,25435.14,0.71,1.18,0.41,7.09,-25.67,0.06,
2020-03-31,BAJAJFINSV,Bajaj Finserv Ltd.,FINANCE,795686450.0,27763.98,0.78,1.4,0.67,7.17,-49.27,0.13,
2020-03-31,BAJFINANCE,Bajaj Finance Ltd.,FINANCE,1203378138.0,58661.8,1.64,1.48,0.65,7.76,-50.38,0.11,
2020-03-31,INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,21294427185.0,234958.45,6.56,0.75,0.3,5.32,-12.33,0.05,
2020-03-31,BAJAJ-AUTO,Bajaj Auto Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,2893670200.0,26334.06,0.74,0.75,0.43,4.48,-30.02,0.07,
2020-03-31,JSWSTEEL,JSW Steel Ltd.,STEEL AND STEEL PRODUCTS,2417220440.0,14847.78,0.41,1.33,0.59,6.08,-37.95,0.07,
2020-03-31,LT,Larsen & Toubro Ltd.,ENGINEERING,2807486112.0,99873.51,2.79,1.15,0.71,5.64,-31.92,0.05,
2020-03-31,ZEEL,Zee Entertainment Enterprises Ltd.,MEDIA & ENTERTAINMENT,960483235.0,11309.93,0.32,0.81,0.09,9.3,-48.2,0.08,
2020-03-31,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,SHIPPING,4063503522.0,19402.01,0.54,1.07,0.52,6.37,-26.56,0.06,
2020-03-31,WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,11426503580.0,29218.71,0.82,0.58,0.32,4.38,-11.18,0.06,
2020-03-31,VEDL,Vedanta Ltd.,ALUMINIUM,3717196639.0,11784.63,0.33,1.41,0.56,6.81,-43.25,0.06,
2020-03-31,ULTRACEMCO,UltraTech Cement Ltd.,CEMENT AND CEMENT PRODUCTS,2886234720.0,37461.59,1.05,1.09,0.62,5.56,-23.1,0.06,
2020-03-31,UPL,UPL Ltd.,PESTICIDES AND AGROCHEMICALS,1528090912.0,17961.18,0.5,1.05,0.42,6.6,-37.18,0.06,
2020-03-31,TITAN,Titan Company Ltd.,"GEMS, JEWELLERY AND WATCHES",887786160.0,38959.52,1.09,0.84,0.4,4.37,-25.57,0.07,
2020-03-31,TECHM,Tech Mahindra Ltd.,COMPUTERS - SOFTWARE,4828756410.0,34952.47,0.98,0.78,0.39,5.6,-24.03,0.07,
2020-03-31,TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,11264895180.0,20348.01,0.57,1.21,0.45,6.36,-29.38,0.05,
2020-03-31,TATAMOTORS,Tata Motors Ltd.,AUTOMOBILES - 4 WHEELERS,6177947788.0,12729.35,0.36,1.35,0.34,5.34,-44.9,0.07,
2020-03-31,TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,3752384706.0,191862.43,5.36,0.59,0.29,4.23,-8.7,0.06,
2020-03-31,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,2399334970.0,38037.86,1.06,0.68,0.27,4.42,-5.52,0.05,
2020-03-31,SBIN,State Bank of India,BANKS,8924611534.0,75542.82,2.11,1.26,0.56,6.08,-35.03,0.05,
2020-03-31,SHREECEM,Shree Cement Ltd.,CEMENT AND CEMENT PRODUCTS,360807480.0,23424.16,0.65,0.89,0.55,4.31,-22.6,0.07,
2020-03-31,RELIANCE,Reliance Industries Ltd.,REFINERIES,63392663800.0,360078.25,10.06,1.16,0.58,6.88,-16.17,0.1,
2020-03-31,POWERGRID,Power Grid Corporation of India Ltd.,POWER,52315896480.0,40784.95,1.14,0.55,0.25,4.42,-12.34,0.06,
2020-03-31,ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION/PRODUCTION,62901396030.0,24917.76,0.7,1.17,0.41,8.67,-25.72,0.06,
2020-03-31,NESTLEIND,Nestle India Ltd.,FOOD AND FOOD PROCESSING,964157160.0,58150.46,1.62,0.64,0.38,4.11,3.31,0.06,
2020-03-31,NTPC,NTPC Ltd.,POWER,98945572800.0,40822.96,1.14,0.68,0.39,4.01,-20.98,0.06,
2020-03-31,MARUTI,Maruti Suzuki India Ltd.,AUTOMOBILES - 4 WHEELERS,1510400300.0,56998.04,1.59,1.13,0.56,6.06,-31.75,0.04,
2020-03-31,M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,6215962720.0,27277.07,0.76,0.97,0.47,4.63,-37.65,0.05,
2020-03-31,KOTAKBANK,Kotak Mahindra Bank Ltd.,BANKS,9562332410.0,173505.65,4.85,1.02,0.63,5.86,-20.01,0.05,
2020-03-31,AXISBANK,Axis Bank Ltd.,BANKS,5641807228.0,85529.8,2.39,1.35,0.67,7.6,-45.65,0.24,
2020-09-30,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,SHIPPING,4063503522.0,24996.64,0.52,0.91,0.44,2.46,-3.94,0.04,
2020-09-30,ULTRACEMCO,UltraTech Cement Ltd.,CEMENT AND CEMENT PRODUCTS,2886260760.0,46752.23,0.96,0.94,0.56,1.45,3.73,0.03,
2020-09-30,HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3582610568.0,311696.08,6.43,1.24,0.69,1.3,-5.05,0.02,
2020-09-30,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2349556255.0,184659.85,3.81,0.64,0.34,1.25,-2.32,0.02,
2020-09-30,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2246284546.0,25587.99,0.53,1.41,0.6,3.12,-5.4,0.03,
2020-09-30,HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399499046.0,40863.66,0.84,0.87,0.4,1.56,4.7,0.02,
2020-09-30,HDFCLIFE,HDFC Life Insurance Company Ltd.,FINANCE,20193366870.0,44055.06,0.91,1.08,0.53,1.27,-2.68,0.02,
2020-09-30,HDFCBANK,HDFC Bank Ltd.,BANKS,5503127056.0,468918.15,9.67,1.06,0.69,1.25,-3.34,0.02,
2020-09-30,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,5427330192.0,88096.42,1.82,0.77,0.39,2.69,16.88,0.03,
2020-09-30,GRASIM,Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,1315856436.0,29377.81,0.61,1.17,0.55,2.92,10.28,0.03,
2020-09-30,WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,11428981236.0,46586.24,0.96,0.67,0.31,1.8,15.57,0.03,
2020-09-30,EICHERMOT,Eicher Motors Ltd.,AUTOMOBILES - 4 WHEELERS,273220120.0,30694.31,0.63,0.88,0.39,1.71,5.3,0.02,
2020-09-30,ICICIBANK,ICICI Bank Ltd.,BANKS,13791991134.0,244635.44,5.05,1.41,0.71,2.24,-10.1,0.03,
2020-09-30,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,831274975.0,62962.33,1.3,0.48,0.18,2.88,21.65,0.03,
2020-09-30,COALINDIA,Coal India Ltd.,MINING,61627283270.0,24305.8,0.5,0.66,0.26,1.54,-13.66,0.04,
2020-09-30,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1612666892.0,39353.99,0.81,0.48,0.14,2.7,8.57,0.03,
2020-09-30,BRITANNIA,Britannia Industries Ltd.,FOOD AND FOOD PROCESSING,240725630.0,44801.29,0.92,0.78,0.43,1.51,1.94,0.02,
2020-09-30,BHARTIARTL,Bharti Airtel Ltd.,TELECOMMUNICATION - SERVICES,27277786775.0,101046.74,2.08,0.78,0.28,3.23,-17.96,0.03,
2020-09-30,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,21692527440.0,28336.62,0.58,1.07,0.39,2.69,-13.43,0.03,
2020-09-30,BAJAJFINSV,Bajaj Finserv Ltd.,FINANCE,795686450.0,35390.43,0.73,1.35,0.62,2.32,-5.46,0.04,
2020-09-30,BAJFINANCE,Bajaj Finance Ltd.,FINANCE,1205174678.0,86928.29,1.79,1.47,0.57,2.81,-6.0,0.02,
2020-09-30,BAJAJ-AUTO,Bajaj Auto Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,2893670200.0,37516.29,0.77,0.81,0.46,1.31,-2.9,0.03,
2020-09-30,AXISBANK,Axis Bank Ltd.,BANKS,6120171068.0,105256.69,2.17,1.58,0.62,2.66,-14.51,0.03,
2020-09-30,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790.0,89551.47,1.85,0.71,0.42,1.69,4.6,0.02,
2020-09-30,DIVISLAB,Divi's Laboratories Ltd.,PHARMACEUTICALS,530937160.0,38838.48,0.8,0.55,0.23,2.38,-2.4,0.03,
2020-09-30,ITC,ITC Ltd.,CIGARETTES,12304730042.0,150003.27,3.09,0.66,0.28,1.43,-10.15,0.03,
2020-09-30,GAIL,GAIL (India) Ltd.,GAS,45101418660.0,16050.69,0.33,0.8,0.28,2.11,-9.25,0.04,
2020-09-30,INDUSINDBK,IndusInd Bank Ltd.,BANKS,7563132830.0,29915.97,0.62,1.66,0.35,3.54,-16.31,0.04,
2020-09-30,IOC,Indian Oil Corporation Ltd.,REFINERIES,94141589220.0,18784.07,0.39,0.72,0.4,1.93,-13.87,0.04,
2020-09-30,TITAN,Titan Company Ltd.,"GEMS, JEWELLERY AND WATCHES",887786160.0,50127.47,1.03,0.88,0.43,2.03,9.16,0.02,
2020-09-30,TECHM,Tech Mahindra Ltd.,COMPUTERS - SOFTWARE,4832013675.0,48969.56,1.01,0.86,0.43,2.04,6.85,0.03,
2020-09-30,TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,11264895180.0,27152.06,0.56,1.13,0.51,2.64,-12.89,0.03,
2020-09-30,TATAMOTORS,Tata Motors Ltd.,AUTOMOBILES - 4 WHEELERS,6177947788.0,23882.09,0.49,1.31,0.38,3.14,-6.91,0.03,
2020-09-30,TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,3752384706.0,261857.92,5.4,0.73,0.41,2.09,10.41,0.03,
2020-09-30,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,2399334970.0,54033.62,1.11,0.64,0.27,1.96,-3.81,0.03,
2020-09-30,SBIN,State Bank of India,BANKS,8924611534.0,71148.79,1.47,1.16,0.55,2.19,-12.55,0.03,
2020-09-30,SHREECEM,Shree Cement Ltd.,CEMENT AND CEMENT PRODUCTS,360807480.0,27042.78,0.56,0.84,0.49,1.88,-0.13,0.03,
2020-09-30,SBILIFE,SBI Life Insurance Company Ltd.,FINANCE,10000463120.0,31648.02,0.65,0.92,0.46,1.4,-1.97,0.04,
2020-09-30,UPL,UPL Ltd.,PESTICIDES AND AGROCHEMICALS,1528090912.0,27665.17,0.57,1.11,0.46,2.18,-0.6,0.03,
2020-09-30,POWERGRID,Power Grid Corporation of India Ltd.,POWER,52315896480.0,41643.72,0.86,0.6,0.31,1.8,-9.22,0.04,
2020-09-30,RELIANCE,Reliance Industries Ltd.,REFINERIES,63394107200.0,722387.58,14.9,1.13,0.58,1.94,7.38,0.02,
2020-09-30,JSWSTEEL,JSW Steel Ltd.,STEEL AND STEEL PRODUCTS,2417220440.0,27526.7,0.57,1.32,0.63,2.64,2.95,0.03,
2020-09-30,KOTAKBANK,Kotak Mahindra Bank Ltd.,BANKS,9896039045.0,185742.32,3.83,1.07,0.58,1.33,-9.5,0.02,
2020-09-30,LT,Larsen & Toubro Ltd.,ENGINEERING,2808069692.0,110131.37,2.27,0.95,0.58,1.61,-4.59,0.02,
2020-09-30,M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,6215962720.0,58191.73,1.2,1.04,0.43,2.72,0.16,0.02,
2020-09-30,INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,21296976120.0,369330.03,7.62,0.88,0.4,1.7,8.58,0.02,
2020-09-30,NTPC,NTPC Ltd.,POWER,98945572800.0,41259.31,0.85,0.67,0.34,1.96,-11.72,0.04,
2020-09-30,NESTLEIND,Nestle India Ltd.,FOOD AND FOOD PROCESSING,964157160.0,56787.9,1.17,0.61,0.34,1.58,-0.19,0.03,
2020-09-30,ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION/PRODUCTION,62901396030.0,25264.35,0.52,1.03,0.36,2.15,-15.5,0.04,
2020-09-30,MARUTI,Maruti Suzuki India Ltd.,AUTOMOBILES - 4 WHEELERS,1510400300.0,89630.72,1.85,1.16,0.58,1.87,-1.41,0.02,
2021-03-31,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,831501845.0,54823.91,0.86,0.43,0.09,1.62,2.02,0.02,
2021-03-31,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2246684247.0,47731.37,0.75,1.5,0.44,2.23,-3.94,0.03,
2021-03-31,HEROMOTOCO,Hero MotoCorp Ltd.,MOTOR CYCLES/SCOOTERS,399560434.0,37835.18,0.6,0.9,0.28,1.78,-9.63,0.02,
2021-03-31,HDFCLIFE,HDFC Life Insurance Company Ltd.,LIFE INSURANCE,20209439660.0,57686.23,0.91,0.75,0.31,1.43,-0.64,0.02,
2021-03-31,HDFCBANK,HDFC Bank Ltd.,PRIVATE SECTOR BANK,5512776482.0,650498.53,10.24,1.24,0.64,1.85,-2.66,0.02,
2021-03-31,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,5427330192.0,106663.32,1.68,0.83,0.28,1.87,8.05,0.02,
2021-03-31,HINDUNILVR,Hindustan Unilever Ltd.,DIVERSIFIED,2349564645.0,217092.72,3.42,0.52,0.18,1.78,14.05,0.02,
2021-03-31,GRASIM,Grasim Industries Ltd.,CEMENT,1315902008.0,55354.67,0.87,0.98,0.37,1.6,20.8,0.02,
2021-03-31,EICHERMOT,Eicher Motors Ltd.,MOTOR CYCLES/SCOOTERS,273335922.0,36299.41,0.57,0.97,0.35,1.48,4.22,0.02,
2021-03-31,DIVISLAB,Divi's Laboratories Ltd.,PHARMACEUTICALS,530937160.0,46163.5,0.73,0.62,0.17,1.74,7.72,0.02,
2021-03-31,BAJAJFINSV,Bajaj Finserv Ltd.,GENERAL INSURANCE,795687220.0,58468.18,0.92,1.32,0.44,1.99,0.21,0.03,
2021-03-31,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1612920892.0,41412.79,0.65,0.42,0.07,1.5,3.56,0.02,
2021-03-31,BRITANNIA,Britannia Industries Ltd.,CONSUMER FOOD,240868296.0,42784.82,0.67,0.49,0.18,1.38,7.77,0.02,
2021-03-31,BHARTIARTL,Bharti Airtel Ltd.,TELECOM - SERVICES,27460136340.0,125005.13,1.97,0.71,0.18,1.54,-7.01,0.03,
2021-03-31,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES/MARKETING,21692527440.0,39918.26,0.63,0.99,0.29,1.99,-4.87,0.02,
2021-03-31,BAJFINANCE,Bajaj Finance Ltd.,NBFC,1205174678.0,136542.31,2.15,1.47,0.43,1.69,-2.19,0.02,
2021-03-31,BAJAJ-AUTO,Bajaj Auto Ltd.,MOTOR CYCLES/SCOOTERS,2893670200.0,47796.78,0.75,0.85,0.33,1.82,-3.37,0.03,
2021-03-31,AXISBANK,Axis Bank Ltd.,PRIVATE SECTOR BANK,6126763828.0,175197.57,2.76,1.77,0.55,1.55,-3.77,0.03,
2021-03-31,ASIANPAINT,Asian Paints Ltd.,PAINTS,959197790.0,114391.82,1.8,0.67,0.24,1.98,11.43,0.02,
2021-03-31,ADANIPORTS,Adani Ports and Special Economic Zone Ltd.,PORT,4063503522.0,51375.69,0.81,0.81,0.25,2.43,3.92,0.03,
2021-03-31,HDFC,Housing Development Finance Corporation Ltd.,HOUSING FINANCE,3602421566.0,449960.47,7.08,1.29,0.54,1.97,-1.63,0.02,
2021-03-31,COALINDIA,Coal India Ltd.,INDUSTRIAL MINERALS,61627283270.0,27312.6,0.43,0.81,0.29,1.59,-14.36,0.04,
2021-03-31,ICICIBANK,ICICI Bank Ltd.,PRIVATE SECTOR BANK,13830908690.0,402548.6,6.34,1.73,0.67,1.89,-2.62,0.03,
2021-03-31,ULTRACEMCO,UltraTech Cement Ltd.,CEMENT,2886414540.0,77794.07,1.22,0.88,0.38,1.89,10.19,0.03,
2021-03-31,IOC,Indian Oil Corporation Ltd.,REFINERIES/MARKETING,94141589220.0,23346.64,0.37,0.84,0.34,1.78,-6.32,0.03,
2021-03-31,ITC,ITC Ltd.,CIGARETTES & RELATED PRODUCTS,12307869772.0,190938.14,3.01,0.48,0.12,1.49,7.19,0.03,
2021-03-31,WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,10958221110.0,61267.69,0.96,0.69,0.19,1.88,0.94,0.02,
2021-03-31,TITAN,Titan Company Ltd.,"GEMS, JEWELLERY AND WATCHES",887786160.0,65011.12,1.02,0.95,0.35,1.56,10.74,0.02,
2021-03-31,TECHM,Tech Mahindra Ltd.,COMPUTERS - SOFTWARE,4841300335.0,61438.81,0.97,0.76,0.24,1.82,7.9,0.03,
2021-03-31,TATASTEEL,Tata Steel Ltd.,STEEL,11264895180.0,61274.21,0.96,1.13,0.37,3.05,13.52,0.02,
2021-03-31,TATAMOTORS,Tata Motors Ltd.,PASSENGER/UTILITY VEHICLES,6640615530.0,54111.72,0.85,1.47,0.33,2.53,-6.55,0.03,
2021-03-31,TATACONSUM,Tata Consumer Products Ltd.,TEA &  COFFEE,921551715.0,38270.66,0.6,0.67,0.21,1.54,4.88,0.03,
2021-03-31,TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,3699051373.0,329140.85,5.18,0.75,0.32,1.39,9.8,0.02,
2021-03-31,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,2399334970.0,64544.51,1.02,0.58,0.15,1.52,0.54,0.02,
2021-03-31,SBIN,State Bank of India,PUBLIC SECTOR BANK,8924611534.0,139803.15,2.2,1.3,0.48,1.66,-6.63,0.02,
2021-03-31,SHREECEM,Shree Cement Ltd.,CEMENT,360807480.0,39335.95,0.62,0.93,0.36,2.15,11.18,0.03,
2021-03-31,SBILIFE,SBI Life Insurance Company Ltd.,LIFE INSURANCE,10000697480.0,34355.55,0.54,0.77,0.3,2.01,1.61,0.03,
2021-03-31,UPL,UPL Ltd.,PESTICIDES AND AGROCHEMICALS,1528090912.0,35308.99,0.56,0.96,0.21,3.04,14.3,0.03,
2021-03-31,POWERGRID,Power Grid Corporation of India Ltd.,POWER - TRANSMISSION,52315896480.0,55281.42,0.87,0.62,0.2,2.31,0.63,0.03,
2021-03-31,RELIANCE,Reliance Industries Ltd.,REFINERIES/MARKETING,63394419200.0,647625.34,10.19,0.93,0.34,1.82,-3.96,0.02,
2021-03-31,INFY,Infosys Ltd.,COMPUTERS - SOFTWARE,21299439990.0,507013.36,7.98,0.82,0.32,1.68,9.16,0.02,
2021-03-31,JSWSTEEL,JSW Steel Ltd.,STEEL,2417220440.0,45293.88,0.71,1.24,0.47,2.09,18.46,0.03,
2021-03-31,KOTAKBANK,Kotak Mahindra Bank Ltd.,PRIVATE SECTOR BANK,9908108840.0,257059.94,4.05,1.16,0.45,1.61,-1.54,0.02,
2021-03-31,LT,Larsen & Toubro Ltd.,ENGINEERING-DESIGNING-CONSTRUCTION,2808870286.0,171376.76,2.7,0.87,0.35,1.55,-1.64,0.03,
2021-03-31,INDUSINDBK,IndusInd Bank Ltd.,PRIVATE SECTOR BANK,7731551870.0,53869.47,0.85,1.78,0.4,1.95,-10.21,0.03,
2021-03-31,MARUTI,Maruti Suzuki India Ltd.,PASSENGER/UTILITY VEHICLES,1510400300.0,91169.21,1.44,1.15,0.45,1.49,-0.1,0.02,
2021-03-31,NTPC,NTPC Ltd.,POWER,96966661340.0,50625.81,0.8,0.67,0.19,2.11,-0.7,0.04,
2021-03-31,NESTLEIND,Nestle India Ltd.,CONSUMER FOOD,964157160.0,61234.82,0.96,0.51,0.17,1.35,6.61,0.02,
2021-03-31,ONGC,Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION,62901396030.0,37267.19,0.59,0.86,0.21,2.21,-7.97,0.03,
2021-03-31,M&M,Mahindra & Mahindra Ltd.,PASSENGER/UTILITY VEHICLES,6215962720.0,76125.96,1.2,1.27,0.4,1.7,-1.38,0.02,
2021-09-30,DIVISLAB,Divi's Laboratories Ltd.,PHARMACEUTICALS,530937160.0,61147.4,0.8,0.67,0.17,1.33,-7.25,0.02,
2021-09-30,HEROMOTOCO,Hero MotoCorp Ltd.,MOTOR CYCLES/SCOOTERS,399588400.0,36784.61,0.48,0.81,0.24,1.24,3.31,0.02,
2021-09-30,HDFCLIFE,HDFC Life Insurance Company Ltd.,LIFE INSURANCE,20231321130.0,67229.49,0.88,0.63,0.18,1.71,0.65,0.02,
2021-09-30,HDFCBANK,HDFC Bank Ltd.,PRIVATE SECTOR BANK,5537451890.0,697724.75,9.13,1.27,0.55,1.05,0.86,0.02,
2021-09-30,HCLTECH,HCL Technologies Ltd.,COMPUTERS - SOFTWARE,5427330192.0,138890.81,1.82,0.76,0.19,1.71,8.23,0.02,
2021-09-30,GRASIM,Grasim Industries Ltd.,CEMENT,1316209202.0,63723.02,0.83,0.81,0.24,1.11,11.27,0.02,
2021-09-30,EICHERMOT,Eicher Motors Ltd.,MOTOR CYCLES/SCOOTERS,273399672.0,38904.83,0.51,0.93,0.26,1.4,4.14,0.02,
2021-09-30,DRREDDY,Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,831982535.0,59285.59,0.78,0.35,0.05,0.94,3.76,0.02,
2021-09-30,HINDALCO,Hindalco Industries Ltd.,ALUMINIUM,2247114735.0,71271.18,0.93,1.47,0.3,2.31,4.2,0.02,
2021-09-30,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES/MARKETING,21692527440.0,41252.25,0.54,0.78,0.17,2.69,-8.36,0.02,
2021-09-30,CIPLA,Cipla Ltd.,PHARMACEUTICALS,1613307248.0,49983.2,0.65,0.33,0.04,1.26,3.77,0.02,
2021-09-30,BRITANNIA,Britannia Industries Ltd.,CONSUMER FOOD,240868296.0,46607.67,0.61,0.21,0.03,0.68,-1.21,0.02,
2021-09-30,BHARTIARTL,Bharti Airtel Ltd.,TELECOM - SERVICES,27460136340.0,162546.98,2.13,0.85,0.2,1.71,3.65,0.03,
2021-09-30,HINDUNILVR,Hindustan Unilever Ltd.,PERSONAL CARE,2349591262.0,241228.78,3.16,0.35,0.07,1.17,-0.82,0.02,
2021-09-30,BAJAJFINSV,Bajaj Finserv Ltd.,GENERAL INSURANCE,795687220.0,107560.44,1.41,1.28,0.31,1.77,3.72,0.03,
2021-09-30,BAJFINANCE,Bajaj Finance Ltd.,NBFC,1207188690.0,203650.56,2.66,1.41,0.38,1.45,1.91,0.02,
2021-09-30,BAJAJ-AUTO,Bajaj Auto Ltd.,MOTOR CYCLES/SCOOTERS,2893670200.0,49906.91,0.65,0.72,0.19,1.05,2.81,0.02,
